GO_ID	Namespace
GO:0060084	Biological Process
GO:0060085	Biological Process
GO:0060086	Biological Process
GO:0060087	Biological Process
GO:0060088	Biological Process
GO:0060089	Molecular Function
GO:0060090	Molecular Function
GO:0060091	Cellular Component
GO:0060092	Biological Process
GO:0060093	Biological Process
GO:0060094	Biological Process
GO:0060095	Biological Process
GO:0060096	Biological Process
GO:0060097	Biological Process
GO:0060098	Biological Process
GO:0060099	Biological Process
GO:0060100	Biological Process
GO:0060101	Biological Process
GO:0060102	Cellular Component
GO:0060103	Cellular Component
GO:0060104	Cellular Component
GO:0060105	Cellular Component
GO:0060106	Cellular Component
GO:0060107	Cellular Component
GO:0060108	Cellular Component
GO:0060109	Cellular Component
GO:0060110	Cellular Component
GO:0060111	Cellular Component
GO:0060112	Biological Process
GO:0060113	Biological Process
GO:0060114	Biological Process
GO:0060115	Biological Process
GO:0060116	Biological Process
GO:0060117	Biological Process
GO:0060118	Biological Process
GO:0060119	Biological Process
GO:0060120	Biological Process
GO:0060121	Biological Process
GO:0060122	Biological Process
GO:0060123	Biological Process
GO:0060124	Biological Process
GO:0060125	Biological Process
GO:0060126	Biological Process
GO:0060127	Biological Process
GO:0060128	Biological Process
GO:0060129	Biological Process
GO:0060130	Biological Process
GO:0060131	Biological Process
GO:0060132	Biological Process
GO:0060133	Biological Process
GO:0060134	Biological Process
GO:0060135	Biological Process
GO:0060136	Biological Process
GO:0060137	Biological Process
GO:0060138	Biological Process
GO:0060139	Biological Process
GO:0060140	Biological Process
GO:0060141	Biological Process
GO:0060142	Biological Process
GO:0060143	Biological Process
GO:0060144	Biological Process
GO:0060146	Biological Process
GO:0060147	Biological Process
GO:0060148	Biological Process
GO:0060149	Biological Process
GO:0060151	Biological Process
GO:0060152	Biological Process
GO:0060153	Biological Process
GO:0060154	Biological Process
GO:0060155	Biological Process
GO:0060156	Biological Process
GO:0060157	Biological Process
GO:0060158	Biological Process
GO:0060159	Biological Process
GO:0060160	Biological Process
GO:0060161	Biological Process
GO:0060162	Biological Process
GO:0060163	Biological Process
GO:0060164	Biological Process
GO:0060165	Biological Process
GO:0060166	Biological Process
GO:0060167	Biological Process
GO:0060168	Biological Process
GO:0060169	Biological Process
GO:0060170	Cellular Component
GO:0060171	Cellular Component
GO:0060172	Biological Process
GO:0060173	Biological Process
GO:0060174	Biological Process
GO:0060175	Molecular Function
GO:0060176	Biological Process
GO:0060177	Biological Process
GO:0060178	Biological Process
GO:0060179	Biological Process
GO:0060180	Biological Process
GO:0060182	Molecular Function
GO:0060183	Biological Process
GO:0060184	Biological Process
GO:0060185	Biological Process
GO:0060186	Biological Process
GO:0060187	Cellular Component
GO:0060188	Biological Process
GO:0060189	Biological Process
GO:0060190	Biological Process
GO:0060191	Biological Process
GO:0060192	Biological Process
GO:0060193	Biological Process
GO:0060194	Biological Process
GO:0060195	Biological Process
GO:0060196	Biological Process
GO:0060197	Biological Process
GO:0060198	Cellular Component
GO:0060199	Cellular Component
GO:0060200	Cellular Component
GO:0060201	Cellular Component
GO:0060202	Cellular Component
GO:0060203	Cellular Component
GO:0060204	Cellular Component
GO:0060205	Cellular Component
GO:0060206	Biological Process
GO:0060207	Biological Process
GO:0060208	Biological Process
GO:0060209	Biological Process
GO:0060210	Biological Process
GO:0060211	Biological Process
GO:0060212	Biological Process
GO:0060213	Biological Process
GO:0060214	Biological Process
GO:0060215	Biological Process
GO:0060216	Biological Process
GO:0060217	Biological Process
GO:0060218	Biological Process
GO:0060219	Biological Process
GO:0060220	Biological Process
GO:0060221	Biological Process
GO:0060222	Biological Process
GO:0060223	Biological Process
GO:0060224	Biological Process
GO:0060225	Biological Process
GO:0060226	Biological Process
GO:0060227	Biological Process
GO:0060228	Molecular Function
GO:0060229	Molecular Function
GO:0060230	Molecular Function
GO:0060231	Biological Process
GO:0060232	Biological Process
GO:0060233	Biological Process
GO:0060234	Biological Process
GO:0060235	Biological Process
GO:0060236	Biological Process
GO:0060237	Biological Process
GO:0060238	Biological Process
GO:0060239	Biological Process
GO:0060240	Biological Process
GO:0060241	Molecular Function
GO:0060242	Biological Process
GO:0060243	Biological Process
GO:0060244	Biological Process
GO:0060245	Biological Process
GO:0060249	Biological Process
GO:0060250	Biological Process
GO:0060251	Biological Process
GO:0060252	Biological Process
GO:0060253	Biological Process
GO:0060254	Biological Process
GO:0060255	Biological Process
GO:0060256	Biological Process
GO:0060257	Biological Process
GO:0060258	Biological Process
GO:0060259	Biological Process
GO:0060260	Biological Process
GO:0060261	Biological Process
GO:0060262	Biological Process
GO:0060263	Biological Process
GO:0060264	Biological Process
GO:0060265	Biological Process
GO:0060266	Biological Process
GO:0060267	Biological Process
GO:0060268	Biological Process
GO:0060269	Biological Process
GO:0060270	Biological Process
GO:0060271	Biological Process
GO:0060272	Biological Process
GO:0060273	Biological Process
GO:0060274	Biological Process
GO:0060275	Biological Process
GO:0060276	Biological Process
GO:0060277	Biological Process
GO:0060278	Biological Process
GO:0060279	Biological Process
GO:0060280	Biological Process
GO:0060281	Biological Process
GO:0060282	Biological Process
GO:0060283	Biological Process
GO:0060284	Biological Process
GO:0060285	Biological Process
GO:0060286	Biological Process
GO:0060287	Biological Process
GO:0060288	Biological Process
GO:0060289	Biological Process
GO:0060290	Biological Process
GO:0060291	Biological Process
GO:0060292	Biological Process
GO:0060293	Cellular Component
GO:0060294	Biological Process
GO:0060295	Biological Process
GO:0060296	Biological Process
GO:0060297	Biological Process
GO:0060298	Biological Process
GO:0060299	Biological Process
GO:0060300	Biological Process
GO:0060301	Biological Process
GO:0060302	Biological Process
GO:0060303	Biological Process
GO:0060304	Biological Process
GO:0060305	Biological Process
GO:0060306	Biological Process
GO:0060307	Biological Process
GO:0060308	Molecular Function
GO:0060309	Biological Process
GO:0060310	Biological Process
GO:0060311	Biological Process
GO:0060312	Biological Process
GO:0060313	Biological Process
GO:0060314	Biological Process
GO:0060315	Biological Process
GO:0060316	Biological Process
GO:0060317	Biological Process
GO:0060318	Biological Process
GO:0060319	Biological Process
GO:0060320	Biological Process
GO:0060321	Biological Process
GO:0060322	Biological Process
GO:0060323	Biological Process
GO:0060324	Biological Process
GO:0060325	Biological Process
GO:0060326	Biological Process
GO:0060327	Biological Process
GO:0060328	Biological Process
GO:0060329	Biological Process
GO:0060330	Biological Process
GO:0060331	Biological Process
GO:0060332	Biological Process
GO:0060333	Biological Process
GO:0060334	Biological Process
GO:0060335	Biological Process
GO:0060336	Biological Process
GO:0060337	Biological Process
GO:0060338	Biological Process
GO:0060339	Biological Process
GO:0060340	Biological Process
GO:0060341	Biological Process
GO:0060342	Cellular Component
GO:0060343	Biological Process
GO:0060344	Biological Process
GO:0060345	Biological Process
GO:0060346	Biological Process
GO:0060347	Biological Process
GO:0060348	Biological Process
GO:0060349	Biological Process
GO:0060350	Biological Process
GO:0060351	Biological Process
GO:0060352	Biological Process
GO:0060353	Biological Process
GO:0060354	Biological Process
GO:0060355	Biological Process
GO:0060357	Biological Process
GO:0060358	Biological Process
GO:0060359	Biological Process
GO:0060360	Biological Process
GO:0060361	Biological Process
GO:0060362	Biological Process
GO:0060363	Biological Process
GO:0060364	Biological Process
GO:0060365	Biological Process
GO:0060366	Biological Process
GO:0060367	Biological Process
GO:0060368	Biological Process
GO:0060369	Biological Process
GO:0060370	Biological Process
GO:0060371	Biological Process
GO:0060372	Biological Process
GO:0060373	Biological Process
GO:0060374	Biological Process
GO:0060375	Biological Process
GO:0060376	Biological Process
GO:0060377	Biological Process
GO:0060378	Biological Process
GO:0060379	Biological Process
GO:0060380	Biological Process
GO:0060381	Biological Process
GO:0060382	Biological Process
GO:0060383	Biological Process
GO:0060384	Biological Process
GO:0060385	Biological Process
GO:0060386	Biological Process
GO:0060387	Cellular Component
GO:0060388	Cellular Component
GO:0060389	Biological Process
GO:0060390	Biological Process
GO:0060391	Biological Process
GO:0060392	Biological Process
GO:0060393	Biological Process
GO:0060394	Biological Process
GO:0060395	Biological Process
GO:0060396	Biological Process
GO:0060397	Biological Process
GO:0060398	Biological Process
GO:0060399	Biological Process
GO:0060400	Biological Process
GO:0060401	Biological Process
GO:0060402	Biological Process
GO:0060404	Biological Process
GO:0060405	Biological Process
GO:0060406	Biological Process
GO:0060407	Biological Process
GO:0060408	Biological Process
GO:0060409	Biological Process
GO:0060410	Biological Process
GO:0060411	Biological Process
GO:0060412	Biological Process
GO:0060413	Biological Process
GO:0060414	Biological Process
GO:0060415	Biological Process
GO:0060416	Biological Process
GO:0060417	Cellular Component
GO:0060418	Cellular Component
GO:0060419	Biological Process
GO:0060420	Biological Process
GO:0060421	Biological Process
GO:0060422	Molecular Function
GO:0060423	Biological Process
GO:0060424	Biological Process
GO:0060425	Biological Process
GO:0060426	Biological Process
GO:0060427	Biological Process
GO:0060428	Biological Process
GO:0060429	Biological Process
GO:0060430	Biological Process
GO:0060431	Biological Process
GO:0060432	Biological Process
GO:0060433	Biological Process
GO:0060434	Biological Process
GO:0060435	Biological Process
GO:0060436	Biological Process
GO:0060437	Biological Process
GO:0060438	Biological Process
GO:0060439	Biological Process
GO:0060440	Biological Process
GO:0060441	Biological Process
GO:0060442	Biological Process
GO:0060443	Biological Process
GO:0060444	Biological Process
GO:0060445	Biological Process
GO:0060446	Biological Process
GO:0060447	Biological Process
GO:0060448	Biological Process
GO:0060449	Biological Process
GO:0060450	Biological Process
GO:0060451	Biological Process
GO:0060452	Biological Process
GO:0060453	Biological Process
GO:0060454	Biological Process
GO:0060455	Biological Process
GO:0060456	Biological Process
GO:0060457	Biological Process
GO:0060458	Biological Process
GO:0060459	Biological Process
GO:0060460	Biological Process
GO:0060461	Biological Process
GO:0060462	Biological Process
GO:0060463	Biological Process
GO:0060464	Biological Process
GO:0060465	Biological Process
GO:0060466	Biological Process
GO:0060467	Biological Process
GO:0060468	Biological Process
GO:0060469	Biological Process
GO:0060470	Biological Process
GO:0060471	Biological Process
GO:0060472	Biological Process
GO:0060473	Cellular Component
GO:0060474	Biological Process
GO:0060475	Biological Process
GO:0060476	Biological Process
GO:0060477	Biological Process
GO:0060478	Biological Process
GO:0060479	Biological Process
GO:0060480	Biological Process
GO:0060481	Biological Process
GO:0060482	Biological Process
GO:0060483	Biological Process
GO:0060484	Biological Process
GO:0060485	Biological Process
GO:0060486	Biological Process
GO:0060487	Biological Process
GO:0060488	Biological Process
GO:0060489	Biological Process
GO:0060490	Biological Process
GO:0060491	Biological Process
GO:0060492	Biological Process
GO:0060493	Biological Process
GO:0060494	Biological Process
GO:0060495	Biological Process
GO:0060496	Biological Process
GO:0060497	Biological Process
GO:0060498	Biological Process
GO:0060499	Biological Process
GO:0060500	Biological Process
GO:0060501	Biological Process
GO:0060502	Biological Process
GO:0060503	Biological Process
GO:0060504	Biological Process
GO:0060505	Biological Process
GO:0060506	Biological Process
GO:0060507	Biological Process
GO:0060508	Biological Process
GO:0060509	Biological Process
GO:0060510	Biological Process
GO:0060511	Biological Process
GO:0060512	Biological Process
GO:0060513	Biological Process
GO:0060514	Biological Process
GO:0060515	Biological Process
GO:0060516	Biological Process
GO:0060517	Biological Process
GO:0060518	Biological Process
GO:0060519	Biological Process
GO:0060520	Biological Process
GO:0060521	Biological Process
GO:0060522	Biological Process
GO:0060523	Biological Process
GO:0060524	Biological Process
GO:0060525	Biological Process
GO:0060526	Biological Process
GO:0060527	Biological Process
GO:0060528	Biological Process
GO:0060529	Biological Process
GO:0060530	Biological Process
GO:0060531	Biological Process
GO:0060532	Biological Process
GO:0060533	Biological Process
GO:0060534	Biological Process
GO:0060535	Biological Process
GO:0060536	Biological Process
GO:0060537	Biological Process
GO:0060538	Biological Process
GO:0060539	Biological Process
GO:0060540	Biological Process
GO:0060541	Biological Process
GO:0060542	Biological Process
GO:0060543	Biological Process
GO:0060544	Biological Process
GO:0060545	Biological Process
GO:0060546	Biological Process
GO:0060547	Biological Process
GO:0060548	Biological Process
GO:0060549	Biological Process
GO:0060550	Biological Process
GO:0060551	Biological Process
GO:0060552	Biological Process
GO:0060556	Biological Process
GO:0060557	Biological Process
GO:0060558	Biological Process
GO:0060559	Biological Process
GO:0060560	Biological Process
GO:0060561	Biological Process
GO:0060562	Biological Process
GO:0060563	Biological Process
GO:0060565	Biological Process
GO:0060566	Biological Process
GO:0060567	Biological Process
GO:0060568	Biological Process
GO:0060569	Biological Process
GO:0060570	Biological Process
GO:0060571	Biological Process
GO:0060572	Biological Process
GO:0060573	Biological Process
GO:0060574	Biological Process
GO:0060575	Biological Process
GO:0060576	Biological Process
GO:0060577	Biological Process
GO:0060578	Biological Process
GO:0060579	Biological Process
GO:0060580	Biological Process
GO:0060581	Biological Process
GO:0060582	Biological Process
GO:0060583	Biological Process
GO:0060584	Biological Process
GO:0060585	Biological Process
GO:0060586	Biological Process
GO:0060587	Biological Process
GO:0060588	Biological Process
GO:0060589	Molecular Function
GO:0060590	Molecular Function
GO:0060591	Biological Process
GO:0060592	Biological Process
GO:0060593	Biological Process
GO:0060594	Biological Process
GO:0060595	Biological Process
GO:0060596	Biological Process
GO:0060597	Biological Process
GO:0060598	Biological Process
GO:0060599	Biological Process
GO:0060600	Biological Process
GO:0060601	Biological Process
GO:0060602	Biological Process
GO:0060603	Biological Process
GO:0060604	Biological Process
GO:0060605	Biological Process
GO:0060606	Biological Process
GO:0060607	Biological Process
GO:0060608	Biological Process
GO:0060609	Biological Process
GO:0060610	Biological Process
GO:0060611	Biological Process
GO:0060612	Biological Process
GO:0060613	Biological Process
GO:0060614	Biological Process
GO:0060615	Biological Process
GO:0060616	Biological Process
GO:0060617	Biological Process
GO:0060618	Biological Process
GO:0060619	Biological Process
GO:0060620	Biological Process
GO:0060621	Biological Process
GO:0060622	Biological Process
GO:0060623	Biological Process
GO:0060624	Biological Process
GO:0060625	Biological Process
GO:0060627	Biological Process
GO:0060628	Biological Process
GO:0060629	Biological Process
GO:0060630	Biological Process
GO:0060631	Biological Process
GO:0060632	Biological Process
GO:0060633	Biological Process
GO:0060634	Biological Process
GO:0060635	Biological Process
GO:0060636	Biological Process
GO:0060637	Biological Process
GO:0060638	Biological Process
GO:0060639	Biological Process
GO:0060640	Biological Process
GO:0060641	Biological Process
GO:0060642	Biological Process
GO:0060643	Biological Process
GO:0060644	Biological Process
GO:0060645	Biological Process
GO:0060646	Biological Process
GO:0060647	Biological Process
GO:0060648	Biological Process
GO:0060649	Biological Process
GO:0060650	Biological Process
GO:0060651	Biological Process
GO:0060652	Biological Process
GO:0060653	Biological Process
GO:0060654	Biological Process
GO:0060655	Biological Process
GO:0060656	Biological Process
GO:0060657	Biological Process
GO:0060658	Biological Process
GO:0060659	Biological Process
GO:0060660	Biological Process
GO:0060661	Biological Process
GO:0060662	Biological Process
GO:0060663	Biological Process
GO:0060664	Biological Process
GO:0060665	Biological Process
GO:0060666	Biological Process
GO:0060667	Biological Process
GO:0060668	Biological Process
GO:0060669	Biological Process
GO:0060670	Biological Process
GO:0060671	Biological Process
GO:0060672	Biological Process
GO:0060673	Biological Process
GO:0060674	Biological Process
GO:0060675	Biological Process
GO:0060676	Biological Process
GO:0060677	Biological Process
GO:0060678	Biological Process
GO:0060679	Biological Process
GO:0060680	Biological Process
GO:0060681	Biological Process
GO:0060682	Biological Process
GO:0060683	Biological Process
GO:0060684	Biological Process
GO:0060685	Biological Process
GO:0060686	Biological Process
GO:0060687	Biological Process
GO:0060688	Biological Process
GO:0060689	Biological Process
GO:0060690	Biological Process
GO:0060691	Biological Process
GO:0060692	Biological Process
GO:0060693	Biological Process
GO:0060694	Biological Process
GO:0060695	Biological Process
GO:0060696	Biological Process
GO:0060697	Biological Process
GO:0060698	Molecular Function
GO:0060699	Biological Process
GO:0060700	Biological Process
GO:0060701	Biological Process
GO:0060702	Biological Process
GO:0060703	Molecular Function
GO:0060704	Biological Process
GO:0060705	Biological Process
GO:0060706	Biological Process
GO:0060707	Biological Process
GO:0060708	Biological Process
GO:0060709	Biological Process
GO:0060710	Biological Process
GO:0060711	Biological Process
GO:0060712	Biological Process
GO:0060713	Biological Process
GO:0060714	Biological Process
GO:0060715	Biological Process
GO:0060716	Biological Process
GO:0060717	Biological Process
GO:0060718	Biological Process
GO:0060719	Biological Process
GO:0060720	Biological Process
GO:0060721	Biological Process
GO:0060722	Biological Process
GO:0060723	Biological Process
GO:0060724	Molecular Function
GO:0060725	Biological Process
GO:0060726	Biological Process
GO:0060727	Biological Process
GO:0060728	Biological Process
GO:0060729	Biological Process
GO:0060730	Biological Process
GO:0060731	Biological Process
GO:0060732	Biological Process
GO:0060734	Biological Process
GO:0060735	Biological Process
GO:0060736	Biological Process
GO:0060737	Biological Process
GO:0060738	Biological Process
GO:0060739	Biological Process
GO:0060740	Biological Process
GO:0060741	Biological Process
GO:0060742	Biological Process
GO:0060743	Biological Process
GO:0060744	Biological Process
GO:0060745	Biological Process
GO:0060746	Biological Process
GO:0060747	Biological Process
GO:0060748	Biological Process
GO:0060749	Biological Process
GO:0060750	Biological Process
GO:0060751	Biological Process
GO:0060752	Biological Process
GO:0060753	Biological Process
GO:0060754	Biological Process
GO:0060755	Biological Process
GO:0060756	Biological Process
GO:0060757	Biological Process
GO:0060758	Biological Process
GO:0060759	Biological Process
GO:0060760	Biological Process
GO:0060761	Biological Process
GO:0060762	Biological Process
GO:0060763	Biological Process
GO:0060764	Biological Process
GO:0060765	Biological Process
GO:0060766	Biological Process
GO:0060767	Biological Process
GO:0060768	Biological Process
GO:0060769	Biological Process
GO:0060770	Biological Process
GO:0060771	Biological Process
GO:0060772	Biological Process
GO:0060773	Biological Process
GO:0060774	Biological Process
GO:0060775	Biological Process
GO:0060776	Biological Process
GO:0060777	Biological Process
GO:0060778	Biological Process
GO:0060779	Biological Process
GO:0060780	Biological Process
GO:0060781	Biological Process
GO:0060782	Biological Process
GO:0060783	Biological Process
GO:0060784	Biological Process
GO:0060785	Biological Process
GO:0060786	Biological Process
GO:0060787	Biological Process
GO:0060788	Biological Process
GO:0060789	Biological Process
GO:0060790	Biological Process
GO:0060791	Biological Process
GO:0060792	Biological Process
GO:0060793	Biological Process
GO:0060794	Biological Process
GO:0060795	Biological Process
GO:0060796	Biological Process
GO:0060797	Biological Process
GO:0060798	Biological Process
GO:0060799	Biological Process
GO:0060800	Biological Process
GO:0060801	Biological Process
GO:0060802	Biological Process
GO:0060803	Biological Process
GO:0060804	Biological Process
GO:0060805	Biological Process
GO:0060806	Biological Process
GO:0060807	Biological Process
GO:0060808	Biological Process
GO:0060809	Biological Process
GO:0060810	Biological Process
GO:0060811	Biological Process
GO:0060812	Biological Process
GO:0060813	Biological Process
GO:0060814	Biological Process
GO:0060815	Biological Process
GO:0060816	Biological Process
GO:0060817	Biological Process
GO:0060818	Biological Process
GO:0060819	Biological Process
GO:0060820	Biological Process
GO:0060821	Biological Process
GO:0060822	Biological Process
GO:0060823	Biological Process
GO:0060824	Biological Process
GO:0060825	Biological Process
GO:0060826	Biological Process
GO:0060827	Biological Process
GO:0060828	Biological Process
GO:0060829	Biological Process
GO:0060830	Biological Process
GO:0060831	Biological Process
GO:0060832	Biological Process
GO:0060833	Biological Process
GO:0060834	Biological Process
GO:0060835	Biological Process
GO:0060836	Biological Process
GO:0060837	Biological Process
GO:0060838	Biological Process
GO:0060839	Biological Process
GO:0060840	Biological Process
GO:0060841	Biological Process
GO:0060842	Biological Process
GO:0060843	Biological Process
GO:0060844	Biological Process
GO:0060845	Biological Process
GO:0060846	Biological Process
GO:0060847	Biological Process
GO:0060848	Biological Process
GO:0060849	Biological Process
GO:0060850	Biological Process
GO:0060851	Biological Process
GO:0060852	Biological Process
GO:0060853	Biological Process
GO:0060854	Biological Process
GO:0060855	Biological Process
GO:0060856	Biological Process
GO:0060857	Biological Process
GO:0060858	Biological Process
GO:0060859	Biological Process
GO:0060860	Biological Process
GO:0060861	Biological Process
GO:0060862	Biological Process
GO:0060863	Biological Process
GO:0060864	Biological Process
GO:0060865	Biological Process
GO:0060866	Biological Process
GO:0060867	Biological Process
GO:0060868	Biological Process
GO:0060869	Biological Process
GO:0060870	Biological Process
GO:0060872	Biological Process
GO:0060873	Biological Process
GO:0060874	Biological Process
GO:0060875	Biological Process
GO:0060876	Biological Process
GO:0060877	Biological Process
GO:0060878	Biological Process
GO:0060879	Biological Process
GO:0060880	Biological Process
GO:0060882	Biological Process
GO:0060883	Biological Process
GO:0060884	Biological Process
GO:0060885	Biological Process
GO:0060886	Biological Process
GO:0060887	Biological Process
GO:0060888	Biological Process
GO:0060889	Biological Process
GO:0060890	Biological Process
GO:0060891	Biological Process
GO:0060892	Biological Process
GO:0060893	Biological Process
GO:0060894	Biological Process
GO:0060895	Biological Process
GO:0060896	Biological Process
GO:0060897	Biological Process
GO:0060898	Biological Process
GO:0060899	Biological Process
GO:0060900	Biological Process
GO:0060901	Biological Process
GO:0060902	Biological Process
GO:0060903	Biological Process
GO:0060904	Biological Process
GO:0060905	Biological Process
GO:0060906	Biological Process
GO:0060907	Biological Process
GO:0060908	Biological Process
GO:0060909	Biological Process
GO:0060910	Biological Process
GO:0060911	Biological Process
GO:0060912	Biological Process
GO:0060913	Biological Process
GO:0060914	Biological Process
GO:0060915	Biological Process
GO:0060916	Biological Process
GO:0060917	Biological Process
GO:0060918	Biological Process
GO:0060919	Biological Process
GO:0060920	Biological Process
GO:0060921	Biological Process
GO:0060922	Biological Process
GO:0060923	Biological Process
GO:0060924	Biological Process
GO:0060925	Biological Process
GO:0060926	Biological Process
GO:0060927	Biological Process
GO:0060928	Biological Process
GO:0060929	Biological Process
GO:0060930	Biological Process
GO:0060931	Biological Process
GO:0060932	Biological Process
GO:0060933	Biological Process
GO:0060934	Biological Process
GO:0060935	Biological Process
GO:0060936	Biological Process
GO:0060937	Biological Process
GO:0060938	Biological Process
GO:0060939	Biological Process
GO:0060940	Biological Process
GO:0060941	Biological Process
GO:0060942	Biological Process
GO:0060943	Biological Process
GO:0060944	Biological Process
GO:0060945	Biological Process
GO:0060946	Biological Process
GO:0060947	Biological Process
GO:0060948	Biological Process
GO:0060949	Biological Process
GO:0060950	Biological Process
GO:0060951	Biological Process
GO:0060952	Biological Process
GO:0060953	Biological Process
GO:0060954	Biological Process
GO:0060955	Biological Process
GO:0060956	Biological Process
GO:0060957	Biological Process
GO:0060958	Biological Process
GO:0060959	Biological Process
GO:0060960	Biological Process
GO:0060961	Molecular Function
GO:0060962	Biological Process
GO:0060963	Biological Process
GO:0060964	Biological Process
GO:0060965	Biological Process
GO:0060966	Biological Process
GO:0060967	Biological Process
GO:0060968	Biological Process
GO:0060969	Biological Process
GO:0060970	Biological Process
GO:0060971	Biological Process
GO:0060972	Biological Process
GO:0060973	Biological Process
GO:0060974	Biological Process
GO:0060975	Biological Process
GO:0060976	Biological Process
GO:0060977	Biological Process
GO:0060978	Biological Process
GO:0060979	Biological Process
GO:0060980	Biological Process
GO:0060981	Biological Process
GO:0060982	Biological Process
GO:0060983	Biological Process
GO:0060984	Biological Process
GO:0060985	Biological Process
GO:0060986	Biological Process
GO:0060987	Cellular Component
GO:0060988	Biological Process
GO:0060989	Biological Process
GO:0060990	Biological Process
GO:0060991	Biological Process
GO:0060992	Biological Process
GO:0060993	Biological Process
GO:0060994	Biological Process
GO:0060995	Biological Process
GO:0060996	Biological Process
GO:0060997	Biological Process
GO:0060998	Biological Process
GO:0060999	Biological Process
GO:0061000	Biological Process
GO:0061001	Biological Process
GO:0061002	Biological Process
GO:0061003	Biological Process
GO:0061004	Biological Process
GO:0061005	Biological Process
GO:0061006	Biological Process
GO:0061007	Biological Process
GO:0061008	Biological Process
GO:0061009	Biological Process
GO:0061010	Biological Process
GO:0061011	Biological Process
GO:0061013	Biological Process
GO:0061014	Biological Process
GO:0061015	Biological Process
GO:0061016	Biological Process
GO:0061017	Biological Process
GO:0061024	Biological Process
GO:0061025	Biological Process
GO:0061026	Biological Process
GO:0061027	Biological Process
GO:0061028	Biological Process
GO:0061029	Biological Process
GO:0061030	Biological Process
GO:0061031	Biological Process
GO:0061032	Biological Process
GO:0061033	Biological Process
GO:0061034	Biological Process
GO:0061035	Biological Process
GO:0061036	Biological Process
GO:0061037	Biological Process
GO:0061038	Biological Process
GO:0061040	Biological Process
GO:0061041	Biological Process
GO:0061042	Biological Process
GO:0061043	Biological Process
GO:0061044	Biological Process
GO:0061045	Biological Process
GO:0061046	Biological Process
GO:0061047	Biological Process
GO:0061048	Biological Process
GO:0061049	Biological Process
GO:0061050	Biological Process
GO:0061051	Biological Process
GO:0061052	Biological Process
GO:0061053	Biological Process
GO:0061054	Biological Process
GO:0061055	Biological Process
GO:0061056	Biological Process
GO:0061057	Biological Process
GO:0061058	Biological Process
GO:0061059	Biological Process
GO:0061060	Biological Process
GO:0061061	Biological Process
GO:0061062	Biological Process
GO:0061063	Biological Process
GO:0061064	Biological Process
GO:0061065	Biological Process
GO:0061066	Biological Process
GO:0061067	Biological Process
GO:0061068	Biological Process
GO:0061069	Biological Process
GO:0061070	Biological Process
GO:0061071	Biological Process
GO:0061072	Biological Process
GO:0061073	Biological Process
GO:0061074	Biological Process
GO:0061075	Biological Process
GO:0061076	Biological Process
GO:0061077	Biological Process
GO:0061078	Biological Process
GO:0061079	Biological Process
GO:0061080	Biological Process
GO:0061081	Biological Process
GO:0061082	Biological Process
GO:0061083	Biological Process
GO:0061084	Biological Process
GO:0061085	Biological Process
GO:0061086	Biological Process
GO:0061087	Biological Process
GO:0061088	Biological Process
GO:0061089	Biological Process
GO:0061090	Biological Process
GO:0061091	Biological Process
GO:0061092	Biological Process
GO:0061093	Biological Process
GO:0061094	Biological Process
GO:0061095	Biological Process
GO:0061096	Biological Process
GO:0061097	Biological Process
GO:0061098	Biological Process
GO:0061099	Biological Process
GO:0061100	Biological Process
GO:0061101	Biological Process
GO:0061102	Biological Process
GO:0061103	Biological Process
GO:0061104	Biological Process
GO:0061105	Biological Process
GO:0061106	Biological Process
GO:0061107	Biological Process
GO:0061108	Biological Process
GO:0061109	Biological Process
GO:0061110	Biological Process
GO:0061111	Biological Process
GO:0061112	Biological Process
GO:0061113	Biological Process
GO:0061114	Biological Process
GO:0061115	Biological Process
GO:0061116	Biological Process
GO:0061117	Biological Process
GO:0061118	Biological Process
GO:0061119	Biological Process
GO:0061120	Biological Process
GO:0061121	Biological Process
GO:0061122	Biological Process
GO:0061123	Biological Process
GO:0061124	Biological Process
GO:0061125	Biological Process
GO:0061126	Biological Process
GO:0061127	Biological Process
GO:0061128	Biological Process
GO:0061129	Biological Process
GO:0061130	Biological Process
GO:0061131	Biological Process
GO:0061132	Biological Process
GO:0061133	Molecular Function
GO:0061134	Molecular Function
GO:0061135	Molecular Function
GO:0061136	Biological Process
GO:0061137	Biological Process
GO:0061138	Biological Process
GO:0061139	Biological Process
GO:0061140	Biological Process
GO:0061141	Biological Process
GO:0061142	Biological Process
GO:0061143	Biological Process
GO:0061144	Biological Process
GO:0061145	Biological Process
GO:0061146	Biological Process
GO:0061147	Biological Process
GO:0061148	Biological Process
GO:0061149	Biological Process
GO:0061150	Biological Process
GO:0061151	Biological Process
GO:0061152	Biological Process
GO:0061153	Biological Process
GO:0061154	Biological Process
GO:0061155	Biological Process
GO:0061156	Biological Process
GO:0061157	Biological Process
GO:0061158	Biological Process
GO:0061159	Biological Process
GO:0061160	Biological Process
GO:0061161	Biological Process
GO:0061162	Biological Process
GO:0061163	Biological Process
GO:0061168	Biological Process
GO:0061169	Biological Process
GO:0061170	Biological Process
GO:0061171	Biological Process
GO:0061172	Biological Process
GO:0061173	Biological Process
GO:0061174	Cellular Component
GO:0061175	Cellular Component
GO:0061176	Cellular Component
GO:0061177	Cellular Component
GO:0061178	Biological Process
GO:0061179	Biological Process
GO:0061180	Biological Process
GO:0061181	Biological Process
GO:0061182	Biological Process
GO:0061183	Biological Process
