GO_ID	Namespace
GO:0015860	Biological Process
GO:0015861	Biological Process
GO:0015862	Biological Process
GO:0015863	Biological Process
GO:0015864	Biological Process
GO:0015865	Biological Process
GO:0015866	Biological Process
GO:0015867	Biological Process
GO:0015868	Biological Process
GO:0015869	Biological Process
GO:0015870	Biological Process
GO:0015871	Biological Process
GO:0015872	Biological Process
GO:0015874	Biological Process
GO:0015875	Biological Process
GO:0015876	Biological Process
GO:0015877	Biological Process
GO:0015878	Biological Process
GO:0015879	Biological Process
GO:0015880	Biological Process
GO:0015881	Biological Process
GO:0015882	Biological Process
GO:0015883	Biological Process
GO:0015884	Biological Process
GO:0015885	Biological Process
GO:0015886	Biological Process
GO:0015887	Biological Process
GO:0015888	Biological Process
GO:0015889	Biological Process
GO:0015890	Biological Process
GO:0015891	Biological Process
GO:0015894	Biological Process
GO:0015895	Biological Process
GO:0015896	Biological Process
GO:0015897	Biological Process
GO:0015898	Biological Process
GO:0015899	Biological Process
GO:0015900	Biological Process
GO:0015901	Biological Process
GO:0015902	Biological Process
GO:0015903	Biological Process
GO:0015904	Biological Process
GO:0015905	Biological Process
GO:0015908	Biological Process
GO:0015909	Biological Process
GO:0015910	Biological Process
GO:0015911	Biological Process
GO:0015912	Biological Process
GO:0015913	Biological Process
GO:0015914	Biological Process
GO:0015915	Biological Process
GO:0015916	Biological Process
GO:0015917	Biological Process
GO:0015918	Biological Process
GO:0015919	Biological Process
GO:0015920	Biological Process
GO:0015921	Biological Process
GO:0015922	Molecular Function
GO:0015923	Molecular Function
GO:0015924	Molecular Function
GO:0015925	Molecular Function
GO:0015926	Molecular Function
GO:0015927	Molecular Function
GO:0015928	Molecular Function
GO:0015929	Molecular Function
GO:0015930	Molecular Function
GO:0015931	Biological Process
GO:0015932	Molecular Function
GO:0015933	Molecular Function
GO:0015934	Cellular Component
GO:0015935	Cellular Component
GO:0015936	Biological Process
GO:0015937	Biological Process
GO:0015938	Biological Process
GO:0015939	Biological Process
GO:0015940	Biological Process
GO:0015941	Biological Process
GO:0015942	Biological Process
GO:0015943	Biological Process
GO:0015944	Biological Process
GO:0015945	Biological Process
GO:0015946	Biological Process
GO:0015947	Biological Process
GO:0015948	Biological Process
GO:0015949	Biological Process
GO:0015950	Biological Process
GO:0015951	Biological Process
GO:0015952	Biological Process
GO:0015953	Biological Process
GO:0015954	Biological Process
GO:0015955	Biological Process
GO:0015956	Biological Process
GO:0015957	Biological Process
GO:0015958	Biological Process
GO:0015959	Biological Process
GO:0015960	Biological Process
GO:0015961	Biological Process
GO:0015962	Biological Process
GO:0015963	Biological Process
GO:0015964	Biological Process
GO:0015965	Biological Process
GO:0015966	Biological Process
GO:0015967	Biological Process
GO:0015968	Biological Process
GO:0015969	Biological Process
GO:0015970	Biological Process
GO:0015971	Biological Process
GO:0015972	Biological Process
GO:0015973	Biological Process
GO:0015974	Biological Process
GO:0015975	Biological Process
GO:0015976	Biological Process
GO:0015977	Biological Process
GO:0015979	Biological Process
GO:0015980	Biological Process
GO:0015981	Biological Process
GO:0015982	Biological Process
GO:0015983	Biological Process
GO:0015984	Biological Process
GO:0015985	Biological Process
GO:0015986	Biological Process
GO:0015987	Biological Process
GO:0015988	Biological Process
GO:0015989	Biological Process
GO:0015990	Biological Process
GO:0015993	Biological Process
GO:0015994	Biological Process
GO:0015995	Biological Process
GO:0015996	Biological Process
GO:0015997	Molecular Function
GO:0016002	Molecular Function
GO:0016004	Molecular Function
GO:0016005	Molecular Function
GO:0016006	Cellular Component
GO:0016007	Cellular Component
GO:0016008	Cellular Component
GO:0016009	Cellular Component
GO:0016010	Cellular Component
GO:0016011	Cellular Component
GO:0016012	Cellular Component
GO:0016013	Cellular Component
GO:0016014	Cellular Component
GO:0016015	Molecular Function
GO:0016016	Molecular Function
GO:0016018	Molecular Function
GO:0016019	Molecular Function
GO:0016020	Cellular Component
GO:0016021	Cellular Component
GO:0016024	Biological Process
GO:0016025	Molecular Function
GO:0016026	Molecular Function
GO:0016027	Cellular Component
GO:0016028	Cellular Component
GO:0016029	Cellular Component
GO:0016031	Biological Process
GO:0016032	Biological Process
GO:0016034	Molecular Function
GO:0016035	Cellular Component
GO:0016036	Biological Process
GO:0016037	Biological Process
GO:0016038	Biological Process
GO:0016039	Biological Process
GO:0016040	Molecular Function
GO:0016041	Molecular Function
GO:0016042	Biological Process
GO:0016043	Biological Process
GO:0016045	Biological Process
GO:0016046	Biological Process
GO:0016048	Biological Process
GO:0016049	Biological Process
GO:0016050	Biological Process
GO:0016051	Biological Process
GO:0016052	Biological Process
GO:0016053	Biological Process
GO:0016054	Biological Process
GO:0016055	Biological Process
GO:0016056	Biological Process
GO:0016057	Biological Process
GO:0016058	Biological Process
GO:0016059	Biological Process
GO:0016060	Biological Process
GO:0016061	Biological Process
GO:0016062	Biological Process
GO:0016063	Biological Process
GO:0016064	Biological Process
GO:0016065	Biological Process
GO:0016068	Biological Process
GO:0016070	Biological Process
GO:0016071	Biological Process
GO:0016072	Biological Process
GO:0016073	Biological Process
GO:0016074	Biological Process
GO:0016075	Biological Process
GO:0016076	Biological Process
GO:0016077	Biological Process
GO:0016078	Biological Process
GO:0016079	Biological Process
GO:0016080	Biological Process
GO:0016081	Biological Process
GO:0016082	Biological Process
GO:0016083	Biological Process
GO:0016084	Molecular Function
GO:0016085	Molecular Function
GO:0016086	Molecular Function
GO:0016087	Molecular Function
GO:0016088	Molecular Function
GO:0016090	Biological Process
GO:0016091	Biological Process
GO:0016092	Biological Process
GO:0016093	Biological Process
GO:0016094	Biological Process
GO:0016095	Biological Process
GO:0016098	Biological Process
GO:0016099	Biological Process
GO:0016100	Biological Process
GO:0016101	Biological Process
GO:0016102	Biological Process
GO:0016103	Biological Process
GO:0016104	Biological Process
GO:0016105	Biological Process
GO:0016106	Biological Process
GO:0016107	Biological Process
GO:0016108	Biological Process
GO:0016109	Biological Process
GO:0016110	Biological Process
GO:0016111	Biological Process
GO:0016112	Biological Process
GO:0016113	Biological Process
GO:0016114	Biological Process
GO:0016115	Biological Process
GO:0016116	Biological Process
GO:0016117	Biological Process
GO:0016118	Biological Process
GO:0016119	Biological Process
GO:0016120	Biological Process
GO:0016121	Biological Process
GO:0016122	Biological Process
GO:0016123	Biological Process
GO:0016124	Biological Process
GO:0016125	Biological Process
GO:0016126	Biological Process
GO:0016127	Biological Process
GO:0016128	Biological Process
GO:0016129	Biological Process
GO:0016130	Biological Process
GO:0016131	Biological Process
GO:0016132	Biological Process
GO:0016133	Biological Process
GO:0016134	Biological Process
GO:0016135	Biological Process
GO:0016136	Biological Process
GO:0016137	Biological Process
GO:0016138	Biological Process
GO:0016139	Biological Process
GO:0016143	Biological Process
GO:0016144	Biological Process
GO:0016145	Biological Process
GO:0016146	Molecular Function
GO:0016147	Molecular Function
GO:0016148	Molecular Function
GO:0016149	Molecular Function
GO:0016150	Molecular Function
GO:0016151	Molecular Function
GO:0016152	Molecular Function
GO:0016153	Molecular Function
GO:0016154	Molecular Function
GO:0016155	Molecular Function
GO:0016156	Molecular Function
GO:0016157	Molecular Function
GO:0016158	Molecular Function
GO:0016159	Molecular Function
GO:0016160	Molecular Function
GO:0016161	Molecular Function
GO:0016162	Molecular Function
GO:0016163	Molecular Function
GO:0016164	Molecular Function
GO:0016165	Molecular Function
GO:0016166	Molecular Function
GO:0016167	Molecular Function
GO:0016168	Molecular Function
GO:0016169	Molecular Function
GO:0016170	Molecular Function
GO:0016171	Molecular Function
GO:0016172	Molecular Function
GO:0016173	Molecular Function
GO:0016174	Molecular Function
GO:0016175	Molecular Function
GO:0016176	Molecular Function
GO:0016180	Biological Process
GO:0016182	Biological Process
GO:0016183	Biological Process
GO:0016184	Biological Process
GO:0016185	Biological Process
GO:0016186	Biological Process
GO:0016187	Biological Process
GO:0016188	Biological Process
GO:0016189	Biological Process
GO:0016191	Biological Process
GO:0016192	Biological Process
GO:0016197	Biological Process
GO:0016198	Biological Process
GO:0016199	Biological Process
GO:0016200	Biological Process
GO:0016201	Biological Process
GO:0016202	Biological Process
GO:0016203	Biological Process
GO:0016204	Biological Process
GO:0016205	Molecular Function
GO:0016206	Molecular Function
GO:0016207	Molecular Function
GO:0016208	Molecular Function
GO:0016209	Molecular Function
GO:0016210	Molecular Function
GO:0016211	Molecular Function
GO:0016212	Molecular Function
GO:0016213	Molecular Function
GO:0016215	Molecular Function
GO:0016216	Molecular Function
GO:0016217	Molecular Function
GO:0016218	Molecular Function
GO:0016222	Cellular Component
GO:0016223	Molecular Function
GO:0016226	Biological Process
GO:0016227	Molecular Function
GO:0016229	Molecular Function
GO:0016230	Molecular Function
GO:0016231	Molecular Function
GO:0016232	Molecular Function
GO:0016233	Biological Process
GO:0016234	Cellular Component
GO:0016235	Cellular Component
GO:0016236	Biological Process
GO:0016237	Biological Process
GO:0016239	Biological Process
GO:0016240	Biological Process
GO:0016241	Biological Process
GO:0016242	Biological Process
GO:0016243	Biological Process
GO:0016246	Biological Process
GO:0016247	Molecular Function
GO:0016248	Molecular Function
GO:0016250	Molecular Function
GO:0016251	Molecular Function
GO:0016252	Molecular Function
GO:0016254	Biological Process
GO:0016255	Biological Process
GO:0016256	Biological Process
GO:0016257	Biological Process
GO:0016258	Biological Process
GO:0016259	Biological Process
GO:0016260	Biological Process
GO:0016261	Biological Process
GO:0016262	Molecular Function
GO:0016263	Molecular Function
GO:0016264	Biological Process
GO:0016265	Biological Process
GO:0016266	Biological Process
GO:0016267	Biological Process
GO:0016268	Biological Process
GO:0016269	Biological Process
GO:0016270	Biological Process
GO:0016271	Biological Process
GO:0016272	Cellular Component
GO:0016273	Molecular Function
GO:0016274	Molecular Function
GO:0016275	Molecular Function
GO:0016277	Molecular Function
GO:0016278	Molecular Function
GO:0016279	Molecular Function
GO:0016281	Cellular Component
GO:0016282	Cellular Component
GO:0016284	Molecular Function
GO:0016285	Molecular Function
GO:0016286	Molecular Function
GO:0016287	Molecular Function
GO:0016289	Molecular Function
GO:0016290	Molecular Function
GO:0016295	Molecular Function
GO:0016296	Molecular Function
GO:0016297	Molecular Function
GO:0016298	Molecular Function
GO:0016299	Molecular Function
GO:0016300	Molecular Function
GO:0016301	Molecular Function
GO:0016303	Molecular Function
GO:0016304	Molecular Function
GO:0016305	Molecular Function
GO:0016306	Molecular Function
GO:0016307	Molecular Function
GO:0016308	Molecular Function
GO:0016309	Molecular Function
GO:0016310	Biological Process
GO:0016311	Biological Process
GO:0016312	Molecular Function
GO:0016313	Molecular Function
GO:0016314	Molecular Function
GO:0016316	Molecular Function
GO:0016318	Biological Process
GO:0016319	Biological Process
GO:0016320	Biological Process
GO:0016321	Biological Process
GO:0016322	Biological Process
GO:0016323	Cellular Component
GO:0016324	Cellular Component
GO:0016325	Biological Process
GO:0016326	Molecular Function
GO:0016327	Cellular Component
GO:0016328	Cellular Component
GO:0016329	Molecular Function
GO:0016330	Biological Process
GO:0016331	Biological Process
GO:0016332	Biological Process
GO:0016333	Biological Process
GO:0016334	Biological Process
GO:0016335	Biological Process
GO:0016336	Biological Process
GO:0016338	Biological Process
GO:0016339	Biological Process
GO:0016340	Biological Process
GO:0016341	Cellular Component
GO:0016342	Cellular Component
GO:0016343	Molecular Function
GO:0016344	Biological Process
GO:0016345	Biological Process
GO:0016346	Biological Process
GO:0016347	Molecular Function
GO:0016348	Biological Process
GO:0016351	Biological Process
GO:0016352	Biological Process
GO:0016353	Biological Process
GO:0016354	Biological Process
GO:0016355	Biological Process
GO:0016356	Biological Process
GO:0016357	Biological Process
GO:0016358	Biological Process
GO:0016360	Biological Process
GO:0016361	Molecular Function
GO:0016362	Molecular Function
GO:0016363	Cellular Component
GO:0016401	Molecular Function
GO:0016402	Molecular Function
GO:0016403	Molecular Function
GO:0016404	Molecular Function
GO:0016405	Molecular Function
GO:0016406	Molecular Function
GO:0016407	Molecular Function
GO:0016408	Molecular Function
GO:0016409	Molecular Function
GO:0016410	Molecular Function
GO:0016411	Molecular Function
GO:0016412	Molecular Function
GO:0016413	Molecular Function
GO:0016414	Molecular Function
GO:0016415	Molecular Function
GO:0016416	Molecular Function
GO:0016417	Molecular Function
GO:0016418	Molecular Function
GO:0016419	Molecular Function
GO:0016420	Molecular Function
GO:0016421	Molecular Function
GO:0016422	Molecular Function
GO:0016423	Molecular Function
GO:0016426	Molecular Function
GO:0016427	Molecular Function
GO:0016428	Molecular Function
GO:0016429	Molecular Function
GO:0016430	Molecular Function
GO:0016432	Molecular Function
GO:0016433	Molecular Function
GO:0016434	Molecular Function
GO:0016435	Molecular Function
GO:0016436	Molecular Function
GO:0016437	Molecular Function
GO:0016438	Molecular Function
GO:0016441	Biological Process
GO:0016442	Cellular Component
GO:0016443	Molecular Function
GO:0016444	Biological Process
GO:0016445	Biological Process
GO:0016446	Biological Process
GO:0016447	Biological Process
GO:0016453	Molecular Function
GO:0016454	Molecular Function
GO:0016456	Cellular Component
GO:0016457	Biological Process
GO:0016458	Biological Process
GO:0016459	Cellular Component
GO:0016460	Cellular Component
GO:0016461	Cellular Component
GO:0016462	Molecular Function
GO:0016463	Molecular Function
GO:0016464	Molecular Function
GO:0016465	Cellular Component
GO:0016466	Molecular Function
GO:0016467	Molecular Function
GO:0016468	Molecular Function
GO:0016469	Cellular Component
GO:0016471	Cellular Component
GO:0016472	Cellular Component
GO:0016473	Cellular Component
GO:0016474	Cellular Component
GO:0016475	Biological Process
GO:0016476	Biological Process
GO:0016477	Biological Process
GO:0016479	Biological Process
GO:0016480	Biological Process
GO:0016482	Biological Process
GO:0016483	Molecular Function
GO:0016484	Molecular Function
GO:0016485	Biological Process
GO:0016486	Biological Process
GO:0016487	Biological Process
GO:0016488	Biological Process
GO:0016490	Molecular Function
GO:0016491	Molecular Function
GO:0016492	Molecular Function
GO:0016493	Molecular Function
GO:0016494	Molecular Function
GO:0016495	Molecular Function
GO:0016496	Molecular Function
GO:0016497	Molecular Function
GO:0016498	Molecular Function
GO:0016499	Molecular Function
GO:0016500	Molecular Function
GO:0016501	Molecular Function
GO:0016502	Molecular Function
GO:0016503	Molecular Function
GO:0016504	Molecular Function
GO:0016505	Molecular Function
GO:0016506	Molecular Function
GO:0016507	Cellular Component
GO:0016508	Molecular Function
GO:0016509	Molecular Function
GO:0016511	Molecular Function
GO:0016512	Molecular Function
GO:0016513	Cellular Component
GO:0016514	Cellular Component
GO:0016515	Molecular Function
GO:0016516	Cellular Component
GO:0016517	Molecular Function
GO:0016518	Molecular Function
GO:0016519	Molecular Function
GO:0016520	Molecular Function
GO:0016521	Molecular Function
GO:0016524	Molecular Function
GO:0016525	Biological Process
GO:0016527	Molecular Function
GO:0016528	Cellular Component
GO:0016529	Cellular Component
GO:0016530	Molecular Function
GO:0016531	Molecular Function
GO:0016532	Molecular Function
GO:0016533	Cellular Component
GO:0016536	Molecular Function
GO:0016538	Molecular Function
GO:0016539	Biological Process
GO:0016540	Biological Process
GO:0016541	Molecular Function
GO:0016543	Biological Process
GO:0016544	Biological Process
GO:0016545	Biological Process
GO:0016546	Biological Process
GO:0016550	Biological Process
GO:0016551	Biological Process
GO:0016552	Biological Process
GO:0016553	Biological Process
GO:0016554	Biological Process
GO:0016555	Biological Process
GO:0016556	Biological Process
GO:0016557	Biological Process
GO:0016558	Biological Process
GO:0016559	Biological Process
GO:0016560	Biological Process
GO:0016561	Biological Process
GO:0016562	Biological Process
GO:0016563	Molecular Function
GO:0016564	Molecular Function
GO:0016565	Molecular Function
GO:0016566	Molecular Function
GO:0016567	Biological Process
GO:0016569	Biological Process
GO:0016570	Biological Process
GO:0016571	Biological Process
GO:0016572	Biological Process
GO:0016573	Biological Process
GO:0016574	Biological Process
GO:0016575	Biological Process
GO:0016576	Biological Process
GO:0016577	Biological Process
GO:0016578	Biological Process
GO:0016579	Biological Process
GO:0016580	Cellular Component
GO:0016581	Cellular Component
GO:0016582	Biological Process
GO:0016583	Biological Process
GO:0016584	Biological Process
GO:0016585	Cellular Component
GO:0016586	Cellular Component
GO:0016587	Cellular Component
GO:0016589	Cellular Component
GO:0016590	Cellular Component
GO:0016591	Cellular Component
GO:0016592	Cellular Component
GO:0016593	Cellular Component
GO:0016594	Molecular Function
GO:0016595	Molecular Function
GO:0016596	Molecular Function
GO:0016597	Molecular Function
GO:0016598	Biological Process
GO:0016600	Cellular Component
GO:0016601	Biological Process
GO:0016602	Cellular Component
GO:0016603	Molecular Function
GO:0016604	Cellular Component
GO:0016605	Cellular Component
GO:0016606	Cellular Component
GO:0016607	Cellular Component
GO:0016608	Molecular Function
GO:0016610	Cellular Component
GO:0016611	Cellular Component
GO:0016612	Cellular Component
GO:0016613	Cellular Component
GO:0016614	Molecular Function
GO:0016615	Molecular Function
GO:0016616	Molecular Function
GO:0016617	Molecular Function
GO:0016618	Molecular Function
GO:0016620	Molecular Function
GO:0016621	Molecular Function
GO:0016622	Molecular Function
GO:0016623	Molecular Function
GO:0016624	Molecular Function
GO:0016625	Molecular Function
GO:0016626	Molecular Function
GO:0016627	Molecular Function
GO:0016628	Molecular Function
GO:0016629	Molecular Function
GO:0016630	Molecular Function
GO:0016631	Molecular Function
GO:0016632	Molecular Function
GO:0016633	Molecular Function
GO:0016634	Molecular Function
GO:0016635	Molecular Function
GO:0016636	Molecular Function
GO:0016637	Molecular Function
GO:0016638	Molecular Function
GO:0016639	Molecular Function
GO:0016640	Molecular Function
GO:0016641	Molecular Function
GO:0016642	Molecular Function
GO:0016643	Molecular Function
GO:0016644	Molecular Function
GO:0016645	Molecular Function
GO:0016646	Molecular Function
GO:0016647	Molecular Function
GO:0016648	Molecular Function
GO:0016649	Molecular Function
GO:0016650	Molecular Function
GO:0016651	Molecular Function
GO:0016652	Molecular Function
GO:0016653	Molecular Function
GO:0016655	Molecular Function
GO:0016656	Molecular Function
GO:0016657	Molecular Function
GO:0016658	Molecular Function
GO:0016659	Molecular Function
GO:0016661	Molecular Function
GO:0016662	Molecular Function
GO:0016663	Molecular Function
GO:0016664	Molecular Function
GO:0016665	Molecular Function
GO:0016667	Molecular Function
GO:0016668	Molecular Function
GO:0016669	Molecular Function
GO:0016670	Molecular Function
GO:0016671	Molecular Function
GO:0016672	Molecular Function
GO:0016673	Molecular Function
GO:0016674	Molecular Function
GO:0016675	Molecular Function
GO:0016676	Molecular Function
GO:0016677	Molecular Function
GO:0016678	Molecular Function
GO:0016679	Molecular Function
GO:0016680	Molecular Function
GO:0016681	Molecular Function
GO:0016682	Molecular Function
GO:0016683	Molecular Function
GO:0016684	Molecular Function
GO:0016688	Molecular Function
GO:0016689	Molecular Function
GO:0016690	Molecular Function
GO:0016691	Molecular Function
GO:0016692	Molecular Function
GO:0016694	Molecular Function
GO:0016695	Molecular Function
GO:0016696	Molecular Function
GO:0016697	Molecular Function
GO:0016699	Molecular Function
GO:0016700	Molecular Function
GO:0016701	Molecular Function
GO:0016702	Molecular Function
GO:0016703	Molecular Function
GO:0016704	Molecular Function
GO:0016705	Molecular Function
GO:0016706	Molecular Function
GO:0016707	Molecular Function
GO:0016708	Molecular Function
GO:0016709	Molecular Function
GO:0016710	Molecular Function
GO:0016711	Molecular Function
GO:0016712	Molecular Function
GO:0016713	Molecular Function
GO:0016714	Molecular Function
GO:0016715	Molecular Function
GO:0016716	Molecular Function
GO:0016717	Molecular Function
GO:0016718	Molecular Function
GO:0016719	Molecular Function
GO:0016720	Molecular Function
GO:0016721	Molecular Function
GO:0016722	Molecular Function
GO:0016723	Molecular Function
GO:0016724	Molecular Function
GO:0016725	Molecular Function
GO:0016726	Molecular Function
GO:0016727	Molecular Function
GO:0016728	Molecular Function
GO:0016729	Molecular Function
GO:0016730	Molecular Function
GO:0016731	Molecular Function
GO:0016732	Molecular Function
GO:0016733	Molecular Function
GO:0016734	Molecular Function
GO:0016735	Molecular Function
GO:0016737	Molecular Function
GO:0016738	Molecular Function
GO:0016739	Molecular Function
GO:0016740	Molecular Function
GO:0016741	Molecular Function
GO:0016742	Molecular Function
GO:0016743	Molecular Function
GO:0016744	Molecular Function
GO:0016746	Molecular Function
GO:0016747	Molecular Function
GO:0016748	Molecular Function
GO:0016749	Molecular Function
GO:0016750	Molecular Function
GO:0016751	Molecular Function
GO:0016752	Molecular Function
GO:0016753	Molecular Function
GO:0016754	Molecular Function
GO:0016755	Molecular Function
GO:0016756	Molecular Function
GO:0016757	Molecular Function
GO:0016758	Molecular Function
GO:0016759	Molecular Function
GO:0016760	Molecular Function
GO:0016761	Molecular Function
GO:0016762	Molecular Function
GO:0016763	Molecular Function
GO:0016764	Molecular Function
GO:0016765	Molecular Function
GO:0016767	Molecular Function
GO:0016768	Molecular Function
GO:0016769	Molecular Function
GO:0016771	Molecular Function
GO:0016772	Molecular Function
GO:0016773	Molecular Function
GO:0016774	Molecular Function
GO:0016775	Molecular Function
GO:0016776	Molecular Function
GO:0016778	Molecular Function
GO:0016779	Molecular Function
GO:0016780	Molecular Function
GO:0016781	Molecular Function
GO:0016782	Molecular Function
GO:0016783	Molecular Function
GO:0016784	Molecular Function
GO:0016785	Molecular Function
GO:0016787	Molecular Function
GO:0016788	Molecular Function
GO:0016790	Molecular Function
GO:0016791	Molecular Function
GO:0016793	Molecular Function
GO:0016794	Molecular Function
GO:0016795	Molecular Function
GO:0016796	Molecular Function
GO:0016797	Molecular Function
GO:0016798	Molecular Function
GO:0016799	Molecular Function
GO:0016801	Molecular Function
GO:0016802	Molecular Function
GO:0016803	Molecular Function
GO:0016804	Molecular Function
GO:0016805	Molecular Function
GO:0016806	Molecular Function
GO:0016807	Molecular Function
GO:0016808	Molecular Function
GO:0016810	Molecular Function
GO:0016811	Molecular Function
GO:0016812	Molecular Function
GO:0016813	Molecular Function
GO:0016814	Molecular Function
GO:0016815	Molecular Function
GO:0016816	Molecular Function
GO:0016817	Molecular Function
GO:0016818	Molecular Function
GO:0016819	Molecular Function
GO:0016821	Molecular Function
GO:0016822	Molecular Function
GO:0016823	Molecular Function
GO:0016824	Molecular Function
GO:0016825	Molecular Function
GO:0016826	Molecular Function
GO:0016827	Molecular Function
GO:0016828	Molecular Function
GO:0016829	Molecular Function
GO:0016830	Molecular Function
GO:0016831	Molecular Function
GO:0016832	Molecular Function
GO:0016833	Molecular Function
GO:0016834	Molecular Function
GO:0016835	Molecular Function
GO:0016836	Molecular Function
GO:0016837	Molecular Function
GO:0016838	Molecular Function
GO:0016839	Molecular Function
GO:0016840	Molecular Function
GO:0016841	Molecular Function
GO:0016842	Molecular Function
GO:0016843	Molecular Function
GO:0016844	Molecular Function
GO:0016845	Molecular Function
GO:0016846	Molecular Function
GO:0016847	Molecular Function
GO:0016848	Molecular Function
GO:0016849	Molecular Function
GO:0016850	Molecular Function
GO:0016851	Molecular Function
GO:0016852	Molecular Function
GO:0016853	Molecular Function
GO:0016854	Molecular Function
GO:0016855	Molecular Function
GO:0016856	Molecular Function
GO:0016857	Molecular Function
GO:0016858	Molecular Function
GO:0016859	Molecular Function
GO:0016860	Molecular Function
GO:0016861	Molecular Function
GO:0016862	Molecular Function
GO:0016863	Molecular Function
GO:0016864	Molecular Function
GO:0016865	Molecular Function
GO:0016866	Molecular Function
GO:0016867	Molecular Function
GO:0016868	Molecular Function
GO:0016869	Molecular Function
GO:0016870	Molecular Function
GO:0016871	Molecular Function
GO:0016872	Molecular Function
GO:0016873	Molecular Function
GO:0016874	Molecular Function
GO:0016875	Molecular Function
GO:0016877	Molecular Function
GO:0016878	Molecular Function
GO:0016879	Molecular Function
GO:0016880	Molecular Function
GO:0016881	Molecular Function
GO:0016882	Molecular Function
GO:0016883	Molecular Function
GO:0016884	Molecular Function
GO:0016885	Molecular Function
GO:0016886	Molecular Function
GO:0016887	Molecular Function
GO:0016888	Molecular Function
GO:0016889	Molecular Function
GO:0016890	Molecular Function
GO:0016891	Molecular Function
GO:0016892	Molecular Function
GO:0016893	Molecular Function
GO:0016894	Molecular Function
GO:0016895	Molecular Function
GO:0016896	Molecular Function
GO:0016897	Molecular Function
GO:0016898	Molecular Function
GO:0016899	Molecular Function
GO:0016900	Molecular Function
GO:0016901	Molecular Function
GO:0016902	Molecular Function
GO:0016903	Molecular Function
GO:0016905	Molecular Function
GO:0016906	Molecular Function
GO:0016907	Molecular Function
GO:0016910	Molecular Function
GO:0016911	Molecular Function
GO:0016912	Molecular Function
GO:0016913	Molecular Function
GO:0016914	Cellular Component
GO:0016915	Molecular Function
GO:0016916	Molecular Function
GO:0016917	Molecular Function
GO:0016918	Molecular Function
GO:0016919	Molecular Function
GO:0016920	Molecular Function
GO:0016921	Molecular Function
GO:0016922	Molecular Function
GO:0016923	Molecular Function
GO:0016925	Biological Process
GO:0016926	Biological Process
GO:0016929	Molecular Function
GO:0016933	Molecular Function
GO:0016934	Molecular Function
GO:0016935	Cellular Component
GO:0016936	Molecular Function
GO:0016937	Molecular Function
GO:0016938	Cellular Component
GO:0016939	Cellular Component
GO:0016941	Molecular Function
GO:0016942	Cellular Component
GO:0016943	Molecular Function
GO:0016944	Molecular Function
GO:0016945	Molecular Function
GO:0016946	Molecular Function
GO:0016962	Molecular Function
GO:0016963	Molecular Function
GO:0016964	Molecular Function
GO:0016966	Molecular Function
GO:0016969	Molecular Function
GO:0016970	Molecular Function
GO:0016971	Molecular Function
GO:0016972	Molecular Function
GO:0016973	Biological Process
GO:0016975	Molecular Function
GO:0016977	Molecular Function
GO:0016979	Molecular Function
GO:0016980	Molecular Function
GO:0016984	Molecular Function
GO:0016985	Molecular Function
GO:0016986	Molecular Function
GO:0016987	Molecular Function
GO:0016988	Molecular Function
GO:0016989	Molecular Function
GO:0016990	Molecular Function
GO:0016992	Molecular Function
GO:0016993	Molecular Function
GO:0016994	Molecular Function
GO:0016995	Molecular Function
GO:0016996	Molecular Function
GO:0016997	Molecular Function
GO:0016998	Biological Process
GO:0016999	Biological Process
GO:0017000	Biological Process
GO:0017001	Biological Process
GO:0017002	Molecular Function
GO:0017003	Biological Process
GO:0017004	Biological Process
GO:0017005	Molecular Function
GO:0017006	Biological Process
GO:0017007	Biological Process
GO:0017008	Biological Process
GO:0017009	Biological Process
GO:0017010	Biological Process
GO:0017011	Biological Process
GO:0017012	Biological Process
GO:0017013	Biological Process
GO:0017014	Biological Process
GO:0017015	Biological Process
GO:0017017	Molecular Function
GO:0017018	Molecular Function
GO:0017020	Molecular Function
GO:0017021	Molecular Function
GO:0017022	Molecular Function
GO:0017023	Cellular Component
GO:0017024	Molecular Function
GO:0017025	Molecular Function
GO:0017026	Molecular Function
GO:0017027	Molecular Function
GO:0017028	Molecular Function
GO:0017029	Molecular Function
GO:0017030	Molecular Function
GO:0017032	Molecular Function
GO:0017038	Biological Process
GO:0017039	Molecular Function
GO:0017040	Molecular Function
GO:0017041	Molecular Function
GO:0017042	Molecular Function
GO:0017043	Molecular Function
GO:0017044	Molecular Function
GO:0017045	Molecular Function
GO:0017046	Molecular Function
GO:0017050	Molecular Function
GO:0017051	Molecular Function
GO:0017052	Cellular Component
GO:0017053	Cellular Component
GO:0017054	Cellular Component
GO:0017055	Biological Process
GO:0017056	Molecular Function
GO:0017057	Molecular Function
GO:0017058	Molecular Function
GO:0017059	Cellular Component
GO:0017060	Molecular Function
GO:0017061	Molecular Function
GO:0017062	Biological Process
GO:0017063	Molecular Function
GO:0017064	Molecular Function
GO:0017065	Molecular Function
GO:0017067	Molecular Function
GO:0017069	Molecular Function
GO:0017070	Molecular Function
GO:0017071	Cellular Component
GO:0017072	Molecular Function
GO:0017074	Molecular Function
GO:0017075	Molecular Function
GO:0017076	Molecular Function
GO:0017077	Molecular Function
GO:0017078	Molecular Function
GO:0017080	Molecular Function
GO:0017081	Molecular Function
GO:0017082	Molecular Function
GO:0017083	Molecular Function
GO:0017084	Molecular Function
GO:0017085	Biological Process
GO:0017086	Cellular Component
GO:0017087	Cellular Component
